,token,transcript_id,sentence_id,surprisal,oov
0,Ġthe,13,0,0.0,False
1,Ġrenaissance,13,0,16.996335983276367,False
2,Ġin,13,0,4.78483247756958,False
3,Ġchildren,13,0,10.773246765136719,False
4,s,13,0,7.526621341705322,False
5,Ġliterature,13,0,4.475269317626953,False
6,Ġis,13,0,3.5461556911468506,False
7,Ġturning,13,0,10.278189659118652,False
8,Ġout,13,0,2.488492727279663,False
9,Ġto,13,0,0.36005738377571106,False
10,Ġbe,13,0,0.07360857725143433,False
11,Ġone,13,0,4.774788856506348,False
12,Ġof,13,0,0.16528496146202087,False
13,Ġthe,13,0,0.25283926725387573,False
14,Ġmost,13,0,1.5900663137435913,False
15,Ġstriking,13,0,7.410564422607422,False
16,Ġcultural,13,0,7.490023136138916,False
17,Ġcharacteristics,13,0,11.64821720123291,False
18,Ġof,13,0,0.45848098397254944,False
19,Ġour,13,0,3.6793060302734375,False
20,Ġtimes,13,0,3.3634302616119385,False
21,Ġwhether,13,1,0.0,False
22,Ġwe,13,1,7.517653465270996,False
23,Ġare,13,1,3.5822362899780273,False
24,Ġreass,13,1,17.15546989440918,False
25,essing,13,1,1.2391226291656494,False
26,Ġthe,13,1,1.935484528541565,False
27,Ġachievements,13,1,13.490472793579102,False
28,Ġof,13,1,0.47619107365608215,False
29,Ġthe,13,1,1.7036904096603394,False
30,Ġpast,13,1,2.4425277709960938,False
31,Ġas,13,1,7.165143966674805,False
32,Ġwith,13,1,11.644562721252441,False
33,Ġthe,13,1,2.2147293090820312,False
34,Ġfilm,13,1,13.949845314025879,False
35,Ġof,13,1,3.9717040061950684,False
36,Ġthe,13,1,2.024188995361328,False
37,Ġlord,13,1,18.47398567199707,False
38,Ġof,13,1,1.6346441507339478,False
39,Ġthe,13,1,0.7599927186965942,False
40,Ġrings,13,1,4.829250812530518,False
41,Ġor,13,1,6.027812957763672,False
42,Ġfalling,13,1,13.290169715881348,False
43,Ġin,13,1,3.6599998474121094,False
44,Ġlove,13,1,0.08934842795133591,False
45,Ġwith,13,1,0.26156771183013916,False
46,Ġcurrent,13,1,16.073041915893555,False
47,Ġchild,13,1,11.935662269592285,False
48,hero,13,1,14.462843894958496,False
49,es,13,1,0.32945820689201355,False
50,Ġlike,13,1,4.72023868560791,False
51,Ġhar,13,1,15.806201934814453,False
52,ry,13,1,2.7176780700683594,False
53,Ġpot,13,1,4.084987163543701,False
